log_timestamp,date_read,log_value,library
6/8/2016 21:50,6/8/2016,1,Carrick
6/8/2016 21:51,6/8/2016,1,Carrick
6/8/2016 21:51,6/8/2016,1,Carrick
6/8/2016 21:52,6/8/2016,1,Carrick
6/8/2016 21:53,6/8/2016,1,Carrick
6/8/2016 21:55,6/8/2016,1,Lawrenceville
6/8/2016 21:56,6/8/2016,1,Squirrel Hill
6/8/2016 21:56,6/8/2016,1,Squirrel Hill
6/8/2016 21:59,6/8/2016,1,Squirrel Hill
6/8/2016 21:59,6/8/2016,1,Squirrel Hill
6/8/2016 22:00,6/8/2016,1,West End
6/8/2016 22:03,6/8/2016,1,Main (Oakland)
6/8/2016 22:04,6/8/2016,1,Main (Oakland)
6/8/2016 22:08,6/8/2016,13,Allegheny
6/8/2016 22:10,6/8/2016,1,Main (Oakland)
6/8/2016 22:11,6/8/2016,1,Main (Oakland)
6/8/2016 22:11,6/8/2016,9,Allegheny
6/8/2016 22:11,6/8/2016,9,Allegheny
6/8/2016 22:12,6/8/2016,1,Main (Oakland)
6/8/2016 22:13,6/8/2016,2,East Liberty
6/8/2016 22:13,6/8/2016,1,Squirrel Hill
6/8/2016 22:13,6/8/2016,1,Main (Oakland)
6/8/2016 22:13,6/8/2016,2,Woods Run
6/8/2016 22:14,6/8/2016,2,Woods Run
6/8/2016 22:15,6/4/2016,1,Squirrel Hill
6/8/2016 22:21,6/8/2016,1,Main (Oakland)
6/8/2016 22:21,6/8/2016,1,Main (Oakland)
6/8/2016 22:21,6/8/2016,1,Main (Oakland)
6/8/2016 22:22,6/8/2016,1,Main (Oakland)
6/8/2016 22:25,6/8/2016,1,Main (Oakland)
6/8/2016 22:28,6/8/2016,1,Main (Oakland)
6/8/2016 22:28,6/8/2016,1,Main (Oakland)
6/8/2016 22:28,6/8/2016,1,Main (Oakland)
6/8/2016 22:29,6/8/2016,1,Main (Oakland)
6/8/2016 22:29,6/8/2016,1,Main (Oakland)
6/8/2016 22:29,6/8/2016,1,Main (Oakland)
6/8/2016 22:30,6/8/2016,1,
6/8/2016 22:30,6/8/2016,1,Main (Oakland)
6/8/2016 22:30,6/8/2016,1,
6/8/2016 22:31,6/8/2016,1,Main (Oakland)
6/8/2016 22:31,6/8/2016,1,
6/8/2016 22:31,6/8/2016,1,
6/8/2016 22:31,6/8/2016,1,Main (Oakland)
6/8/2016 22:31,6/8/2016,1,Main (Oakland)
6/8/2016 22:31,6/8/2016,1,
6/8/2016 22:31,6/8/2016,1,Main (Oakland)
6/8/2016 22:31,6/8/2016,1,
6/8/2016 22:32,6/8/2016,1,
6/8/2016 22:32,6/8/2016,1,
6/8/2016 22:34,6/8/2016,1,Squirrel Hill
6/8/2016 22:38,6/8/2016,2,Woods Run
6/8/2016 22:38,6/8/2016,1,Homewood
6/8/2016 22:41,6/8/2016,2,Squirrel Hill
6/8/2016 22:42,6/8/2016,1,West End
6/8/2016 22:43,6/8/2016,1,Squirrel Hill
6/8/2016 22:43,6/8/2016,2,Squirrel Hill
6/8/2016 22:47,6/8/2016,1,Hazelwood
6/8/2016 22:51,6/8/2016,2,West End
6/8/2016 22:52,6/8/2016,1,Squirrel Hill
6/8/2016 22:54,6/8/2016,1,West End
6/8/2016 22:54,6/8/2016,1,West End
6/8/2016 22:55,6/8/2016,1,West End
6/8/2016 22:56,6/8/2016,1,West End
6/8/2016 22:56,6/8/2016,1,Squirrel Hill
6/8/2016 22:59,6/8/2016,1,West End
6/8/2016 23:02,6/8/2016,1,Main (Oakland)
6/8/2016 23:03,6/8/2016,1,Main (Oakland)
6/8/2016 23:03,6/8/2016,1,Main (Oakland)
6/8/2016 23:05,6/7/2016,1,Squirrel Hill
6/8/2016 23:07,6/8/2016,1,West End
6/8/2016 23:08,6/8/2016,1,Beechview
6/8/2016 23:08,6/7/2016,1,Squirrel Hill
6/8/2016 23:09,6/8/2016,1,Beechview
6/8/2016 23:10,6/8/2016,1,Homewood
6/8/2016 23:11,6/8/2016,1,Homewood
6/8/2016 23:11,6/8/2016,1,Homewood
6/8/2016 23:11,6/8/2016,1,Homewood
6/8/2016 23:11,6/7/2016,1,Homewood
6/8/2016 23:13,6/4/2016,1,Squirrel Hill
6/8/2016 23:13,6/7/2016,1,Squirrel Hill
6/8/2016 23:18,6/5/2016,1,Squirrel Hill
6/8/2016 23:18,6/8/2016,1,South Side
6/8/2016 23:18,6/5/2016,1,Squirrel Hill
6/8/2016 23:19,6/8/2016,1,Squirrel Hill
6/8/2016 23:19,6/8/2016,1,Woods Run
6/8/2016 23:21,6/2/2016,1,West End
6/8/2016 23:21,6/8/2016,1,South Side
6/8/2016 23:21,6/8/2016,1,South Side
6/8/2016 23:24,6/8/2016,1,Squirrel Hill
6/8/2016 23:24,6/8/2016,1,Squirrel Hill
6/8/2016 23:24,6/8/2016,1,Squirrel Hill
6/8/2016 23:26,6/8/2016,1,Brookline
6/8/2016 23:27,6/8/2016,2,Squirrel Hill
6/8/2016 23:29,6/8/2016,1,Squirrel Hill
6/8/2016 23:37,6/8/2016,5,Squirrel Hill
6/8/2016 23:37,6/8/2016,5,Squirrel Hill
6/8/2016 23:38,6/8/2016,1,Downtown & Business
6/8/2016 23:49,6/8/2016,5,Squirrel Hill
6/8/2016 23:53,6/8/2016,1,South Side
6/8/2016 23:58,6/8/2016,1,Allegheny
6/9/2016 0:00,6/9/2016,1,South Side
6/9/2016 0:03,6/8/2016,1,Mt. Washington
6/9/2016 0:04,6/8/2016,1,Mt. Washington
6/9/2016 0:04,6/8/2016,1,Mt. Washington
6/9/2016 0:12,6/8/2016,1,Main (Oakland)
6/9/2016 0:12,6/8/2016,1,Main (Oakland)
6/9/2016 0:14,6/8/2016,1,Carrick
6/9/2016 0:15,6/8/2016,1,Carrick
6/9/2016 0:15,6/8/2016,1,Carrick
6/9/2016 0:17,6/8/2016,1,Carrick
6/9/2016 0:17,6/8/2016,1,Carrick
6/9/2016 0:20,6/8/2016,3,Main (Oakland)
6/9/2016 0:26,6/8/2016,1,Main (Oakland)
6/9/2016 0:26,6/8/2016,1,Main (Oakland)
6/9/2016 0:26,6/8/2016,1,Main (Oakland)
6/9/2016 0:43,6/8/2016,1,Allegheny
6/9/2016 0:47,6/8/2016,1,Main (Oakland)
6/9/2016 0:49,6/8/2016,1,Main (Oakland)
6/9/2016 0:50,6/8/2016,1,Main (Oakland)
6/9/2016 0:50,6/8/2016,3,Main (Oakland)
6/9/2016 0:50,6/8/2016,1,Main (Oakland)
6/9/2016 0:50,6/8/2016,1,Main (Oakland)
6/9/2016 0:51,6/8/2016,1,Main (Oakland)
6/9/2016 0:51,6/8/2016,1,Main (Oakland)
6/9/2016 0:53,6/8/2016,1,Main (Oakland)
6/9/2016 0:56,6/8/2016,1,Main (Oakland)
6/9/2016 0:56,6/8/2016,1,Main (Oakland)
6/9/2016 0:56,6/8/2016,1,Squirrel Hill
6/9/2016 0:56,6/8/2016,1,Main (Oakland)
6/9/2016 0:59,6/8/2016,1,Squirrel Hill
6/9/2016 1:00,6/8/2016,1,Main (Oakland)
6/9/2016 1:01,6/8/2016,1,Main (Oakland)
6/9/2016 1:11,6/8/2016,1,Main (Oakland)
6/9/2016 1:11,6/8/2016,1,Main (Oakland)
6/9/2016 1:11,6/8/2016,1,Main (Oakland)
6/9/2016 1:11,6/8/2016,1,Main (Oakland)
6/9/2016 1:21,6/8/2016,1,Main (Oakland)
6/9/2016 1:24,6/8/2016,1,Lawrenceville
6/9/2016 1:25,6/7/2016,1,Squirrel Hill
6/9/2016 1:26,6/7/2016,1,Squirrel Hill
6/9/2016 1:26,6/7/2016,1,Squirrel Hill
6/9/2016 1:35,6/6/2016,1,Lawrenceville
6/9/2016 1:37,6/8/2016,1,Lawrenceville
6/9/2016 1:40,6/7/2016,1,Mt. Washington
6/9/2016 1:42,6/8/2016,1,Brookline
6/9/2016 1:42,6/8/2016,1,Brookline
6/9/2016 1:43,6/8/2016,1,Brookline
6/9/2016 1:44,6/8/2016,1,Brookline
6/9/2016 1:44,6/8/2016,1,Brookline
6/9/2016 1:44,6/8/2016,1,Brookline
6/9/2016 1:45,6/8/2016,1,Brookline
6/9/2016 1:45,6/8/2016,1,Brookline
6/9/2016 1:45,6/8/2016,1,Brookline
6/9/2016 1:46,6/8/2016,1,Brookline
6/9/2016 1:46,6/8/2016,1,Brookline
6/9/2016 1:47,6/8/2016,1,Brookline
6/9/2016 1:47,6/8/2016,1,Brookline
6/9/2016 2:03,6/8/2016,1,Main (Oakland)
6/9/2016 2:05,6/7/2016,1,Main (Oakland)
6/9/2016 2:06,6/7/2016,1,Main (Oakland)
6/9/2016 2:06,6/8/2016,1,Woods Run
6/9/2016 2:07,6/8/2016,1,Woods Run
6/9/2016 2:08,6/8/2016,1,Woods Run
6/9/2016 2:08,6/8/2016,1,Woods Run
6/9/2016 2:10,6/8/2016,1,Woods Run
6/9/2016 2:10,6/8/2016,1,Woods Run
6/9/2016 2:10,6/6/2016,1,Woods Run
6/9/2016 2:11,6/4/2016,1,Woods Run
6/9/2016 2:14,6/1/2016,1,Woods Run
6/9/2016 2:19,6/8/2016,2,Main (Oakland)
6/9/2016 2:25,6/8/2016,1,Main (Oakland)
6/9/2016 2:27,6/8/2016,1,Main (Oakland)
6/9/2016 2:27,6/8/2016,1,Main (Oakland)
6/9/2016 2:27,6/8/2016,1,Main (Oakland)
6/9/2016 2:28,6/8/2016,1,Main (Oakland)
6/9/2016 2:47,6/8/2016,1,Main (Oakland)
6/9/2016 2:50,6/8/2016,1,East Liberty
6/9/2016 2:52,6/8/2016,1,East Liberty
6/9/2016 2:52,6/8/2016,1,East Liberty
6/9/2016 2:57,6/8/2016,1,East Liberty
6/9/2016 3:10,6/8/2016,1,Woods Run
6/9/2016 3:15,6/8/2016,1,Hazelwood
6/9/2016 3:23,6/5/2016,1,Main (Oakland)
6/9/2016 3:32,6/2/2016,1,Hazelwood
6/9/2016 3:33,6/4/2016,1,Hazelwood
6/9/2016 4:56,6/8/2016,1,Main (Oakland)
6/9/2016 10:25,6/9/2016,1,Carrick
6/9/2016 10:26,6/7/2016,1,Carrick
6/9/2016 11:06,6/9/2016,1,East Liberty
6/9/2016 11:07,6/9/2016,1,Main (Oakland)
6/9/2016 11:07,6/9/2016,1,Downtown & Business
6/9/2016 11:08,6/7/2016,1,Main (Oakland)
6/9/2016 11:08,6/8/2016,1,Main (Oakland)
6/9/2016 11:09,6/8/2016,1,Main (Oakland)
6/9/2016 11:11,6/9/2016,1,Beechview
6/9/2016 11:15,6/8/2016,1,Brookline
6/9/2016 11:16,6/9/2016,3,Beechview
6/9/2016 11:17,6/9/2016,5,Beechview
6/9/2016 11:19,6/8/2016,1,Beechview
6/9/2016 11:20,6/2/2016,3,Beechview
6/9/2016 11:27,6/4/2016,5,Beechview
6/9/2016 11:28,6/6/2016,3,Beechview
6/9/2016 11:37,6/3/2016,1,Main (Oakland)
6/9/2016 11:37,6/3/2016,1,Main (Oakland)
6/9/2016 11:38,6/3/2016,1,Main (Oakland)
6/9/2016 11:38,6/3/2016,1,Main (Oakland)
6/9/2016 11:38,6/4/2016,1,Main (Oakland)
6/9/2016 11:39,6/4/2016,1,Main (Oakland)
6/9/2016 11:39,6/4/2016,1,Main (Oakland)
6/9/2016 11:40,6/4/2016,1,Main (Oakland)
6/9/2016 11:40,6/4/2016,1,Main (Oakland)
6/9/2016 11:40,6/5/2016,1,Main (Oakland)
6/9/2016 11:41,6/5/2016,1,Main (Oakland)
6/9/2016 11:41,6/5/2016,1,Main (Oakland)
6/9/2016 11:41,6/8/2016,1,Main (Oakland)
6/9/2016 11:41,6/8/2016,1,Main (Oakland)
6/9/2016 11:45,6/9/2016,1,Main (Oakland)
6/9/2016 11:46,6/9/2016,1,Main (Oakland)
6/9/2016 11:47,6/9/2016,1,Squirrel Hill
6/9/2016 12:24,6/9/2016,1,Main (Oakland)
6/9/2016 12:25,6/9/2016,1,Lawrenceville
6/9/2016 12:34,6/8/2016,1,Main (Oakland)
6/9/2016 12:35,6/8/2016,1,Main (Oakland)
6/9/2016 12:35,6/8/2016,1,Main (Oakland)
6/9/2016 12:36,6/7/2016,1,Main (Oakland)
6/9/2016 12:36,6/9/2016,1,East Liberty
6/9/2016 12:36,6/8/2016,1,Main (Oakland)
6/9/2016 12:41,6/8/2016,1,Main (Oakland)
6/9/2016 12:48,5/25/2016,1,Main (Oakland)
6/9/2016 12:49,6/2/2016,1,Main (Oakland)
6/9/2016 12:55,6/9/2016,1,South Side
6/9/2016 13:10,6/9/2016,1,Beechview
6/9/2016 13:10,6/9/2016,1,Beechview
6/9/2016 13:11,6/9/2016,1,Beechview
6/9/2016 13:11,6/9/2016,1,Beechview
6/9/2016 13:13,6/9/2016,1,Beechview
6/9/2016 13:20,6/6/2016,1,Main (Oakland)
6/9/2016 13:21,6/7/2016,1,Main (Oakland)
6/9/2016 13:21,6/7/2016,1,Main (Oakland)
6/9/2016 13:21,6/8/2016,1,Main (Oakland)
6/9/2016 13:34,6/9/2016,1,East Liberty
6/9/2016 13:34,6/9/2016,1,East Liberty
6/9/2016 13:35,6/2/2016,1,East Liberty
6/9/2016 13:35,6/2/2016,1,East Liberty
6/9/2016 13:35,6/3/2016,1,East Liberty
6/9/2016 13:36,6/3/2016,1,East Liberty
6/9/2016 13:37,6/9/2016,6,Mt. Washington
6/9/2016 13:37,6/9/2016,1,Squirrel Hill
6/9/2016 13:38,6/9/2016,8,Mt. Washington
6/9/2016 13:38,6/8/2016,1,Main (Oakland)
6/9/2016 13:41,6/5/2016,1,East Liberty
6/9/2016 13:42,6/6/2016,1,East Liberty
6/9/2016 13:42,6/6/2016,1,East Liberty
6/9/2016 13:43,6/8/2016,1,Main (Oakland)
6/9/2016 13:43,6/7/2016,1,East Liberty
6/9/2016 13:43,6/8/2016,1,East Liberty
6/9/2016 13:44,6/8/2016,1,East Liberty
6/9/2016 13:45,6/7/2016,1,East Liberty
6/9/2016 13:46,5/17/2016,1,South Side
6/9/2016 13:47,6/9/2016,1,Mt. Washington
6/9/2016 13:47,6/9/2016,1,Mt. Washington
6/9/2016 13:47,5/24/2016,1,South Side
6/9/2016 13:47,6/9/2016,1,Mt. Washington
6/9/2016 13:48,6/9/2016,1,Mt. Washington
6/9/2016 13:48,6/9/2016,1,Mt. Washington
6/9/2016 13:49,6/9/2016,1,South Side
6/9/2016 13:49,6/9/2016,1,Mt. Washington
6/9/2016 13:49,5/3/2016,1,South Side
6/9/2016 13:49,6/4/2016,1,Main (Oakland)
6/9/2016 13:50,6/9/2016,1,Mt. Washington
6/9/2016 13:50,6/7/2016,1,Main (Oakland)
6/9/2016 13:51,6/9/2016,1,
6/9/2016 13:51,6/9/2016,1,Main (Oakland)
6/9/2016 13:55,6/9/2016,1,West End
6/9/2016 14:04,6/9/2016,1,Squirrel Hill
6/9/2016 14:13,6/8/2016,1,Main (Oakland)
6/9/2016 14:28,6/9/2016,9,Mt. Washington
6/9/2016 14:30,6/8/2016,1,Homewood
6/9/2016 14:31,6/9/2016,7,Woods Run
6/9/2016 14:35,6/9/2016,12,Squirrel Hill
6/9/2016 14:36,6/9/2016,12,Squirrel Hill
6/9/2016 14:36,6/9/2016,1,Woods Run
6/9/2016 14:39,6/8/2016,1,Squirrel Hill
6/9/2016 14:48,6/5/2016,2,Main (Oakland)
6/9/2016 14:54,6/9/2016,1,Mt. Washington
6/9/2016 14:59,6/9/2016,1,Lawrenceville
6/9/2016 14:59,6/9/2016,1,Lawrenceville
6/9/2016 15:00,6/9/2016,1,Lawrenceville
6/9/2016 15:01,6/9/2016,2,Squirrel Hill
6/9/2016 15:01,6/9/2016,1,Lawrenceville
6/9/2016 15:03,6/9/2016,1,Squirrel Hill
6/9/2016 15:03,6/9/2016,10,Squirrel Hill
6/9/2016 15:04,6/9/2016,10,Squirrel Hill
6/9/2016 15:04,6/9/2016,1,Squirrel Hill
6/9/2016 15:08,6/9/2016,1,Main (Oakland)
6/9/2016 15:17,5/27/2016,1,Brookline
6/9/2016 15:18,6/8/2016,1,Main (Oakland)
6/9/2016 15:21,6/9/2016,10,Squirrel Hill
6/9/2016 15:22,6/9/2016,8,Squirrel Hill
6/9/2016 15:27,6/8/2016,1,East Liberty
6/9/2016 15:29,6/9/2016,1,Allegheny
6/9/2016 15:31,6/9/2016,1,Squirrel Hill
6/9/2016 15:31,6/9/2016,1,Squirrel Hill
6/9/2016 15:31,6/9/2016,1,Squirrel Hill
6/9/2016 15:35,6/9/2016,2,Main (Oakland)
6/9/2016 15:36,6/9/2016,1,Main (Oakland)
6/9/2016 15:37,6/9/2016,1,Mt. Washington
6/9/2016 15:37,6/9/2016,1,Main (Oakland)
6/9/2016 15:38,6/9/2016,5,Main (Oakland)
6/9/2016 15:39,6/9/2016,1,East Liberty
6/9/2016 15:39,6/9/2016,1,East Liberty
6/9/2016 15:40,6/9/2016,1,Main (Oakland)
6/9/2016 15:43,6/9/2016,1,East Liberty
6/9/2016 15:43,6/9/2016,1,East Liberty
6/9/2016 15:46,6/7/2016,1,Woods Run
6/9/2016 15:46,6/9/2016,1,East Liberty
6/9/2016 15:46,6/9/2016,1,East Liberty
6/9/2016 15:46,6/9/2016,1,Main (Oakland)
6/9/2016 15:47,6/9/2016,1,Main (Oakland)
6/9/2016 15:47,6/9/2016,1,Main (Oakland)
6/9/2016 15:47,6/9/2016,1,East Liberty
6/9/2016 15:48,6/9/2016,1,East Liberty
6/9/2016 15:48,6/8/2016,1,Woods Run
6/9/2016 15:49,6/9/2016,1,East Liberty
6/9/2016 15:49,6/9/2016,1,East Liberty
6/9/2016 15:49,6/9/2016,1,Downtown & Business
6/9/2016 15:50,6/9/2016,1,East Liberty
6/9/2016 15:50,6/9/2016,1,Main (Oakland)
6/9/2016 15:50,6/9/2016,1,East Liberty
6/9/2016 15:50,5/21/2016,1,Downtown & Business
6/9/2016 15:50,6/9/2016,1,Main (Oakland)
6/9/2016 15:50,6/9/2016,1,Downtown & Business
6/9/2016 15:51,6/8/2016,1,Main (Oakland)
6/9/2016 15:55,6/9/2016,1,Main (Oakland)
6/9/2016 15:55,6/9/2016,1,Main (Oakland)
6/9/2016 16:00,6/9/2016,9,Squirrel Hill
6/9/2016 16:00,6/9/2016,9,Squirrel Hill
6/9/2016 16:06,6/9/2016,1,West End
6/9/2016 16:12,6/9/2016,1,West End
6/9/2016 16:12,6/9/2016,1,Squirrel Hill
6/9/2016 16:15,6/9/2016,1,Main (Oakland)
6/9/2016 16:16,6/9/2016,1,Main (Oakland)
6/9/2016 16:16,6/9/2016,1,Main (Oakland)
6/9/2016 16:17,6/9/2016,1,Brookline
6/9/2016 16:17,6/9/2016,4,Lawrenceville
6/9/2016 16:17,6/5/2016,1,Main (Oakland)
6/9/2016 16:18,6/9/2016,1,Brookline
6/9/2016 16:18,6/9/2016,5,Lawrenceville
6/9/2016 16:18,6/9/2016,1,Brookline
6/9/2016 16:18,6/9/2016,2,Brookline
6/9/2016 16:19,6/9/2016,1,Brookline
6/9/2016 16:20,6/9/2016,1,Brookline
6/9/2016 16:20,6/9/2016,1,Downtown & Business
6/9/2016 16:20,6/9/2016,1,East Liberty
6/9/2016 16:20,6/9/2016,1,Brookline
6/9/2016 16:20,6/9/2016,1,Brookline
6/9/2016 16:21,6/9/2016,1,East Liberty
6/9/2016 16:21,6/9/2016,1,Brookline
6/9/2016 16:22,6/9/2016,1,Brookline
6/9/2016 16:22,6/9/2016,1,Brookline
6/9/2016 16:22,6/9/2016,1,Brookline
6/9/2016 16:31,6/9/2016,1,South Side
6/9/2016 16:32,6/9/2016,1,Lawrenceville
6/9/2016 16:33,6/9/2016,1,Woods Run
6/9/2016 16:38,6/9/2016,5,Hazelwood
6/9/2016 16:38,6/9/2016,5,Hazelwood
6/9/2016 16:38,6/9/2016,1,
6/9/2016 16:38,6/5/2016,1,Allegheny
6/9/2016 16:39,6/7/2016,1,Allegheny
6/9/2016 16:40,6/8/2016,1,
6/9/2016 16:40,6/4/2016,1,Allegheny
6/9/2016 16:47,6/9/2016,1,Allegheny
6/9/2016 16:48,6/9/2016,1,South Side
6/9/2016 16:56,6/9/2016,1,Main (Oakland)
6/9/2016 16:56,6/7/2016,1,Main (Oakland)
6/9/2016 17:01,6/9/2016,1,Squirrel Hill
6/9/2016 17:01,6/9/2016,1,Squirrel Hill
6/9/2016 17:02,6/9/2016,1,West End
6/9/2016 17:02,6/6/2016,1,Squirrel Hill
6/9/2016 17:03,6/9/2016,1,West End
6/9/2016 17:09,5/30/2016,1,Downtown & Business
6/9/2016 17:11,6/9/2016,1,Brookline
6/9/2016 17:11,6/9/2016,1,Brookline
6/9/2016 17:11,6/9/2016,1,Brookline
6/9/2016 17:12,6/9/2016,1,Brookline
6/9/2016 17:12,6/9/2016,1,Brookline
6/9/2016 17:12,6/9/2016,1,Brookline
6/9/2016 17:12,6/9/2016,1,Brookline
6/9/2016 17:13,6/9/2016,1,Brookline
6/9/2016 17:13,6/9/2016,1,Brookline
6/9/2016 17:13,6/9/2016,1,Brookline
6/9/2016 17:19,6/9/2016,2,Lawrenceville
6/9/2016 17:20,6/9/2016,1,Sheraden
6/9/2016 17:20,6/9/2016,1,Sheraden
6/9/2016 17:20,6/9/2016,1,Sheraden
6/9/2016 17:21,6/9/2016,1,East Liberty
6/9/2016 17:21,6/9/2016,1,Sheraden
6/9/2016 17:21,6/9/2016,1,Sheraden
6/9/2016 17:21,6/9/2016,1,Sheraden
6/9/2016 17:22,6/9/2016,1,East Liberty
6/9/2016 17:23,6/9/2016,2,Mt. Washington
6/9/2016 17:23,6/9/2016,1,Sheraden
6/9/2016 17:23,6/9/2016,1,Brookline
6/9/2016 17:23,6/9/2016,1,Sheraden
6/9/2016 17:23,6/9/2016,1,East Liberty
6/9/2016 17:23,6/9/2016,1,Sheraden
6/9/2016 17:24,6/9/2016,1,Brookline
6/9/2016 17:24,6/9/2016,1,Brookline
6/9/2016 17:24,6/9/2016,1,Brookline
6/9/2016 17:24,6/9/2016,1,Brookline
6/9/2016 17:24,6/9/2016,1,Brookline
6/9/2016 17:25,6/9/2016,1,Sheraden
6/9/2016 17:25,6/9/2016,1,Sheraden
6/9/2016 17:25,6/9/2016,1,Sheraden
6/9/2016 17:25,6/9/2016,1,Brookline
6/9/2016 17:25,6/9/2016,1,Brookline
6/9/2016 17:25,6/9/2016,1,Brookline
6/9/2016 17:25,6/9/2016,1,Brookline
6/9/2016 17:26,6/9/2016,1,Brookline
6/9/2016 17:26,6/9/2016,1,Sheraden
6/9/2016 17:26,6/9/2016,1,Sheraden
6/9/2016 17:26,6/9/2016,1,Sheraden
6/9/2016 17:28,6/9/2016,1,Sheraden
6/9/2016 17:28,6/9/2016,1,Sheraden
6/9/2016 17:28,6/9/2016,1,Woods Run
6/9/2016 17:28,6/9/2016,1,Sheraden
6/9/2016 17:28,6/9/2016,2,Mt. Washington
6/9/2016 17:28,6/9/2016,2,Mt. Washington
6/9/2016 17:28,6/9/2016,2,Mt. Washington
6/9/2016 17:29,6/9/2016,1,Sheraden
6/9/2016 17:29,6/9/2016,1,Beechview
6/9/2016 17:29,6/9/2016,1,Sheraden
6/9/2016 17:29,6/9/2016,1,Sheraden
6/9/2016 17:29,6/9/2016,1,
6/9/2016 17:30,6/9/2016,1,Main (Oakland)
6/9/2016 17:35,6/8/2016,1,South Side
6/9/2016 17:43,6/9/2016,1,East Liberty
6/9/2016 17:43,6/9/2016,1,East Liberty
6/9/2016 17:47,6/8/2016,1,Squirrel Hill
6/9/2016 17:48,6/8/2016,1,Squirrel Hill
6/9/2016 18:03,6/1/2016,1,
6/9/2016 18:04,6/9/2016,1,West End
6/9/2016 18:06,6/9/2016,9,Squirrel Hill
6/9/2016 18:07,6/6/2016,1,
6/9/2016 18:09,6/9/2016,1,Lawrenceville
6/9/2016 18:16,6/9/2016,1,Lawrenceville
6/9/2016 18:17,6/8/2016,1,Allegheny
6/9/2016 18:17,6/8/2016,1,Allegheny
6/9/2016 18:18,6/8/2016,1,Allegheny
6/9/2016 18:19,6/9/2016,1,Allegheny
6/9/2016 18:20,6/9/2016,1,Allegheny
6/9/2016 18:27,6/9/2016,1,Squirrel Hill
6/9/2016 18:29,6/9/2016,2,Mt. Washington
6/9/2016 18:30,6/9/2016,1,East Liberty
6/9/2016 18:31,6/9/2016,2,Mt. Washington
6/9/2016 18:32,6/9/2016,2,Mt. Washington
6/9/2016 18:37,6/5/2016,1,Woods Run
6/9/2016 18:38,6/8/2016,1,Brookline
6/9/2016 18:38,4/30/2016,1,Woods Run
6/9/2016 18:38,5/10/2016,1,Woods Run
6/9/2016 18:39,6/9/2016,1,West End
6/9/2016 18:39,5/20/2016,1,Woods Run
6/9/2016 18:39,5/30/2016,1,Woods Run
6/9/2016 18:41,6/9/2016,1,Lawrenceville
6/9/2016 18:42,5/25/2016,1,West End
6/9/2016 18:42,5/11/2016,1,West End
6/9/2016 18:44,6/9/2016,1,Homewood
6/9/2016 18:44,6/9/2016,1,Homewood
6/9/2016 18:44,6/9/2016,1,Homewood
6/9/2016 18:44,6/9/2016,1,Homewood
6/9/2016 18:44,6/9/2016,1,Homewood
6/9/2016 18:47,6/9/2016,1,Homewood
6/9/2016 18:47,6/9/2016,1,Homewood
6/9/2016 18:47,6/9/2016,1,Homewood
6/9/2016 18:47,6/9/2016,1,Homewood
6/9/2016 18:47,6/9/2016,1,Homewood
6/9/2016 18:47,6/9/2016,1,Homewood
6/9/2016 18:47,6/9/2016,4,Homewood
6/9/2016 18:48,6/9/2016,1,Homewood
6/9/2016 18:48,6/9/2016,1,Homewood
6/9/2016 18:48,6/9/2016,1,Homewood
6/9/2016 18:49,6/9/2016,5,Main (Oakland)
6/9/2016 18:49,6/9/2016,1,Homewood
6/9/2016 18:49,6/9/2016,3,Homewood
6/9/2016 18:49,6/9/2016,3,Homewood
6/9/2016 18:52,6/8/2016,1,Main (Oakland)
6/9/2016 18:55,6/9/2016,1,Squirrel Hill
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 18:59,6/9/2016,1,Brookline
6/9/2016 19:08,6/9/2016,1,Allegheny
6/9/2016 19:11,6/9/2016,1,Brookline
6/9/2016 19:11,6/9/2016,1,Brookline
6/9/2016 19:11,6/9/2016,1,Brookline
6/9/2016 19:11,6/9/2016,1,Brookline
6/9/2016 19:12,6/9/2016,1,Brookline
6/9/2016 19:12,6/9/2016,1,Brookline
6/9/2016 19:12,6/9/2016,1,Brookline
6/9/2016 19:12,6/9/2016,1,Brookline
6/9/2016 19:13,6/9/2016,1,Brookline
6/9/2016 19:13,6/9/2016,1,Brookline
6/9/2016 19:13,6/9/2016,9,Mt. Washington
6/9/2016 19:13,6/9/2016,1,Brookline
6/9/2016 19:13,6/9/2016,1,Brookline
6/9/2016 19:13,6/9/2016,1,Brookline
6/9/2016 19:13,6/9/2016,1,Brookline
6/9/2016 19:13,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:14,6/9/2016,1,Brookline
6/9/2016 19:15,6/9/2016,1,Brookline
